causal_relationship,sentence
0,"['hypo 4 figure 2 show node2 stronger', 'node1', 'node2', 'strongernode1higheffectlenode1low']"
1,"['hypo 4 suggests', 'node1', 'reduces', 'node2', 'node1receivessupport']"
1,"['hypo 5 predicts moderating effect', 'node1', 'node2']"
0,"['author hypothesize', 'node1', 'represent critical subdimensions hr flexibility related superior', 'node2']"
0,"['hypo 1', 'node1', 'positively related', 'node2']"
0,"['hypo 2', 'node1', 'positively related', 'node2']"
0,"['hypo 3', 'node1', 'positively related', 'node2']"
0,"['hypo 4', 'node1', 'positively related', 'node2']"
0,"['hypo 4', 'node1', 'positively related', 'node2']"
0,"['hypo 4', 'node1', 'positively related', 'node2']"
0,"['hypo 1', 'node1', 'related', 'node2', 'supported']"
0,"['hypo 2 predicts', 'node1', 'positively related', 'node2']"
0,"['hypothesis 4a 4b 4c postulate', 'node1', 'positively related', 'node2', 'impliesgreaterflexibilityassociatedlowercost']"
0,"['although', 'node1', 'negatively related', 'node2', 'findsignificantsupporthypothesisrelationskillflexibility']"
0,"['testing hypothesis individual component firm financial performance index found', 'node1', 'positively associated', 'node2']"
0,"['hypo 1', 'node1', 'likely use', 'node2']"
0,"['hypo 2', 'node1', 'node2']"
0,"['hypo 3', 'node1', 'positively related', 'node2']"
0,"['hypo 5', 'node1', 'positively related', 'node2']"
0,"['hypo 6 presence', 'node1', 'positively related', 'node2']"
1,"['conclusion empirical analysis strongly support main hypothesis', 'node1', 'increase', 'node2']"
0,"['framework hypothesis', 'node1', 'eye stakeholder related', 'node2']"
0,"['hypo 1 positive relationship', 'node1', 'node2']"
0,"['hypo 2 firm', 'node1', 'better', 'node2']"
0,"['hypo 3 focus firm', 'node1', 'better', 'node2']"
0,"['hypo 5 better', 'node1', 'better', 'node2']"
0,"['hypo 7 greater', 'node1', 'worse', 'node2']"
0,"['hypo 8 greater', 'node1', 'better', 'node2']"
0,"['hypo 9', 'node1', 'firm better', 'node2']"
0,"['hypo 1 0 larger', 'node1', 'better', 'node2']"
1,"['hypo 1 1', 'node1', 'inﬂuences', 'node2']"
1,"['hypo 1 2 node2 partly determined nature', 'node1', 'node2', 'partlydeterminednaturenode1']"
1,"['hypo 1', 'node1', 'improves', 'node2']"
0,"['hypo 2 relationship', 'node1', 'node2', 'variesacrosssector']"
1,"['hypo 1 mixed positive node2 eﬀect', 'node1', 'node2', 'eﬀectnode1consumerservicesector']"
0,"['hypo 1 insignificant relationship', 'node1', 'time period', 'node2', 'timeperiodt.althoughconclusionconcernrelationshipnode2financialperformanceconclusionalsodrawnconcerningrelationshipnode2nonfinancialperformance']"
0,"['hypo 2 positive relationship', 'node1', 'time period', 'node2', 'timeperiodt.employeesatisfactionprofitequallymixedresultfoundconcerningrelationshipnode1profitmixedresultalsofoundconcerningrelationshipemployeesatisfactionprofit']"
0,"['hypo 3 insignificant relationship', 'node1', 'time period', 'node2', 'timeperiodt.customersatisfactionnode1relationshipcustomersatisfactionnode1onerelationshipseemyieldconflictingresult']"
0,"['hypo 4 positive relationship', 'node1', 'time period', 'node2', 'methodtimeperiodt.longitudinalviewpreviouslysuggestedconflictingrelationshipnode1performancenode2performancemayattributablefactstudycross-firmdatacollectedonepointtimeanalyzed']"
0,"['hypo 2', 'node1', 'node2', 'positivelyrelated']"
0,"['hypo 5 positive relationship', 'node1', 'previous time period', 'node2']"
1,"['hypo 2 apparently', 'node1', 'although influencing sale profit immediately affect', 'node2']"
0,"['hypo 5', 'node1', 'correlated', 'node2', 'timeseriesanalysisconducted']"
0,"['hypo 1 positive relationship', 'node1', 'node2']"
1,"['hypo 2', 'node1', 'moderate', 'node2', 'relationshipstrongersectorassociatedsalientsocialenvironmentalissue']"
1,"['hence hypothesize', 'node1', 'inﬂuences', 'node2']"
1,"['hypo 3 industrial sector type social performance interact inﬂuence relationship social performance reputation', 'node1', 'stronger', 'node2']"
0,"['accordingly hypothesize', 'node1', 'increasing', 'node2']"
1,"['hypo 1', 'node1', 'positive effect', 'node2']"
1,"['hypo 2', 'node1', 'mediate', 'node2']"
0,"['hypo 1 lending support previous study demonstrate relevance adopting', 'node1', 'node2']"
0,"['hypo 1', 'node1', 'positive association', 'node2']"
1,"['hypo 2', 'node1', 'positive inﬂuence', 'node2', 'higherlevelnode1marketorientationstrongerassociationperformancelowerlevelnode1']"
1,"['hypo 3', 'node1', 'positive inﬂuence', 'node2', 'higherlevelnode1associationcustomerorientationperformancestrongerlowerlevelnode1']"
1,"['hypo 4', 'node1', 'negative inﬂuence', 'node2', 'higherlevelnode1competitiveorientationnegativerelationshipperformancelowerlevelnode1competitiveorientationpositiverelationshipperformance']"
0,"['hypo 5', 'node1', 'signiﬁcantly inﬂuence', 'node2']"
0,"['firm age p 0.01 p 0.0. support ﬁrst hypothesis step 2 study tested main effect', 'node1', 'node2']"
0,"['hypo 1', 'node1', 'directly positively related', 'node2']"
0,"['hypo 2', 'node1', 'directly positively related', 'node2']"
0,"['hypo 3', 'node1', 'directly positively related', 'node2']"
1,"['hypo 2 proposed direct effect', 'node1', 'node2']"
1,"['hypo 3 maintained', 'node1', 'would directly affect', 'node2']"
0,"['first hypothesis posited', 'node1', 'positively related', 'node2']"
0,"['hypo 2 stated', 'node1', 'positively related', 'node2']"
0,"['hypo 1 positive relationship', 'node1', 'node2', 'positiverelationshipnode1patientcareoutcome']"
0,"['hypo 2 inverted u-shaped relationship', 'node1', 'node2', 'financialperformancelowerlownode1lowerhighnode1']"
0,"['hypo 3', 'node1', 'inverted u-shaped relationship', 'node2']"
1,"['hypo 4 node2 moderated', 'node1', 'node2', 'moderatednode1paystructurelestronglyrelatedresourceefficiencyhighernode1s']"
1,"['hypo 5 node2 moderated', 'node1', 'node2', 'moderatednode1paystructurelestronglyrelatedpatientcareoutcomehighernode1s']"
1,"['hypo 6 node2 moderated', 'node1', 'node2', 'moderatednode1greatestbenmethodssampleemployeddatapopulationshortterm-stayacutecaregeneralhospitalstatecalifornia']"
0,"['hypo 1', 'node1', 'increase pay hierarchy', 'node2', 'increase']"
0,"['hypo 2 shown table 4', 'node1', 'explain significantly', 'node2', 'eitherlinearlynonlinearly']"
0,"['hypo 1 positive relationship', 'node1', 'node2']"
0,"['hypo 2', 'node1', 'inverse relationship', 'node2']"
0,"['hypo 3', 'node1', 'positive relationship', 'node2']"
0,"['hypo 4', 'node1', 'positive relationship', 'node2']"
0,"['hypo 1 positive relationship', 'node1', 'node2']"
1,"['hypo 2 node2 contingent', 'node1', 'node2', 'contingentnode1']"
0,"['hypo 3 greater', 'node1', 'higher', 'node2']"
0,"['hypo 4', 'node1', 'positively related', 'node2']"
0,"['hypo 5', 'node1', 'positively related', 'node2']"
1,"['hypo 2 state node2 contingent', 'node1', 'node2', 'contingentnode1']"
0,"['hypo 3 state', 'node1', 'positively related', 'node2']"
0,"['hypo 4 posit', 'node1', 'would positively related', 'node2']"
0,"['hypo 5 predicts', 'node1', 'positively related', 'node2']"
0,"['hypo 1', 'node1', 'positively related', 'node2']"
0,"['hypo 2 hospital characterized greater focus control structure', 'node1', 'strongly positively related', 'node2']"
0,"['hypo 3 hospital characterized greater focus exploration structure', 'node1', 'strongly positively related', 'node2']"
0,"['respect principal hypothesis found strong empirical support positive relationship', 'node1', 'node2']"
0,"['hypo 1', 'node1', 'positively related', 'node2']"
0,"['hypo 2 higher level project management capability lead higher level node2', 'node1', 'node2', 'node1positivelyrelatednode2mightdiffermarginalreturngenerate']"
0,"['theoretical background research hypothesis integrating rbv contingency theory propose relationship', 'node1', 'node2', 'maydependcertainmarketconditionparticularlyscci']"
0,"['hypo 1 positive relationship', 'node1', 'node2']"
1,"['hypo 2', 'node1', 'negatively moderate', 'node2']"
1,"['hypo 3', 'node1', 'positively moderate', 'node2']"
1,"['hypo 4 node2 negative joint moderating effect', 'node1', 'node2', 'negativejointmoderatingeffectnode1']"
1,"['limited support found hypothesis larger node2 buffered adverse', 'node1', 'node2', 'bufferedadversenode1']"
1,"['hypo 1 impact', 'node1', 'node2', 'negative']"
1,"['hypo 2 negative node2 moderated', 'node1', 'node2', 'moderatednode1']"
1,"['hypo 3 negative node2 moderated', 'node1', 'node2', 'moderatednode1']"
1,"['hypo 4 negative node2 moderated', 'node1', 'node2', 'moderatednode1']"
1,"['hypo 4', 'node1', 'moderate', 'node2']"
0,"['hypo 1 greater', 'node1', 'better', 'node2']"
0,"['hypo 2 greater', 'node1', 'worse', 'node2']"
0,"['hypo 3 greater', 'node1', 'worse', 'node2']"
0,"['hypo 4 greater', 'node1', 'better', 'node2']"
0,"['hypo 5 greater', 'node1', 'worse', 'node2']"
0,"['hypo 6 greater', 'node1', 'better', 'node2']"
0,"['hypo 7 greater', 'node1', 'better', 'node2']"
0,"['hypo 8 greater', 'node1', 'better', 'node2']"
0,"['hypo 9 nonnegative', 'node1', 'better', 'node2']"
1,"['hypo 1 0', 'node1', 'positive interactive effect', 'node2']"
0,"['hypo 1 1 larger', 'node1', 'better', 'node2']"
0,"[""hypo 1 2 greater firm 's"", 'node1', 'better', 'node2']"
0,"[""hypo 1 3 greater firm 's"", 'node1', 'worse', 'node2']"
0,"['hypo 2', 'node1', 'embodied firm beta coefficient appear influence', 'node2']"
1,"['hypo 6 predicts', 'node1', 'positively affect', 'node2']"
0,"['model 1 corroborates hypothesis public tend assign higher node2 firm high', 'node1', 'node2', 'firmhighnode1']"
0,"['hypo 8 size controlled model 1 suggests higher firm visibility per unit sale hence greater', 'node1', 'worse', 'node2']"
1,"['hypo 9 stating greater', 'node1', 'better', 'node2']"
0,"['hypo 7 public assign higher node2 firm', 'node1', 'node2', 'firmnode1firm']"
1,"['result support overarching hypothesis', 'node1', 'lead superior', 'node2']"
1,"['hypo 1', 'node1', 'exerts positive inﬂuence', 'node2']"
1,"['hypo 2', 'node1', 'positive impact', 'node2']"
1,"['hypo 2 greater', 'node1', 'positive impact', 'node2']"
1,"['hypo 3', 'node1', 'positively inﬂuence', 'node2']"
0,"['hypo 4 higher', 'node1', 'higher', 'node2']"
0,"['hypo 5 greater', 'node1', 'higher', 'node2']"
0,"['hypo 6 positive relationship exists', 'node1', 'node2']"
1,"['hypo 7', 'node1', 'mediate positive relationship', 'node2']"
1,"['hypo 8', 'node1', 'mediate positive relationship', 'node2']"
1,"['hypo 8', 'node1', 'mediate positive relationship', 'node2']"
1,"['hypo 9', 'node1', 'positive effect', 'node2']"
1,"['hypo 9', 'node1', 'positive effect', 'node2']"
1,"['hypo 3 positive effect', 'node1', 'node2']"
0,"['hypo 5', 'node1', 'ﬁrm greater higher', 'node2']"
1,"['hypo 7 hypothesis 8 positive effect', 'node1', 'node2', 'effectcopyright©2010johnwileysonltd.int']"
1,"['hypo 9 finally relation', 'node1', 'signiﬁcant inﬂuence', 'node2']"
0,"['empirical test using company record tested hypothesis', 'node1', 'node2', 'invertedu-shapedrelationshipoverlyhighlowturnoverharmful']"
0,"['hypo 1 overall relationship', 'node1', 'node2', 'invertedu-shape']"
0,"['hypo 1 association greater use', 'node1', 'higher', 'node2']"
0,"['hypo 1 proposed relationship greater', 'node1', 'lower', 'node2', 'higherlabourproductivityhigherproﬁtperemployee']"
0,"['hypo 1 proposed relationship greater', 'node1', 'lower labour turnover higher', 'node2', 'higherproﬁtperemployee']"
0,"['hypo 1 proposed relationship greater', 'node1', 'lower labour turnover higher labour productivity higher', 'node2']"
0,"['hypo 1 proposing association', 'node1', 'node2']"
0,"['contrary hypothesis found overall effect', 'node1', 'node2']"
1,"['hypo 2', 'node1', 'positive impact', 'node2', 'announcementprocess-driveninitiative']"
0,"['hypo 1 much prior research result suggest average', 'node1', 'direct effect', 'node2']"
1,"['initial summary hypothesis stated follows la', 'node1', 'diminish employee turnover increase', 'node2']"
1,"['initial summary hypothesis stated follows la', 'node1', 'diminish', 'node2', 'increaseproductivitycorporatefinancialperformance']"
1,"['hypo 2', 'node1', 'diminish', 'node2', 'increaseproductivitycorporatefinancialperformance']"
1,"['hypo 2', 'node1', 'diminish employee turnover increase', 'node2']"
1,"['hypo 3', 'node1', 'diminish', 'node2', 'increaseproduc-tivitycorporatefinancialperformance']"
1,"['hypo 3', 'node1', 'diminish employee turnover increase', 'node2']"
0,"['hypothesis high', 'node1', 'likely', 'node2', 'manufacturingﬁrmsnormallyoperateenvironmentallysensitivesector']"
0,"['hypo 1 positive relationship', 'node1', 'node2']"
0,"['hypo 2 positive relationship', 'node1', 'node2']"
0,"['hypo 3 positive relationship', 'node1', 'node2']"
0,"['hypo 4 positive relationship', 'node1', 'node2']"
0,"['hypo 1', 'node1', 'positively related', 'node2']"
0,"['based evidence study hypothesized', 'node1', 'likely adopt', 'node2', 'withoutcsr']"
0,"['hypo 2', 'node1', 'positively related', 'node2']"
0,"['hypo 3', 'node1', 'negatively related', 'node2']"
0,"['hypo 4', 'node1', 'positively related', 'node2']"
0,"['hypo 5', 'node1', 'positively related', 'node2']"
0,"['hypo 1', 'node1', 'positively related', 'node2']"
0,"['hypo 2', 'node1', 'positively related', 'node2']"
0,"['hypo 3', 'node1', 'positively related', 'node2']"
0,"['hypo 4', 'node1', 'negatively related', 'node2']"
0,"['hence hypothesized', 'node1', 'positively related', 'node2', 'whereasnegativerelationshipexpectedperformanceorientationnode2']"
0,"['hence hypothesized mastery orientation positively related node2 whereas negative relationship expected', 'node1', 'node2', 'whereasnegativerelationshipexpectednode1node2']"
0,"['hypo 5', 'node1', 'positively related', 'node2']"
0,"['hypo 6', 'node1', 'negatively related', 'node2']"
0,"['hypo 7', 'node1', 'positively related', 'node2']"
0,"['hypo 8', 'node1', 'negatively related', 'node2']"
0,"['hypo 7 predicts', 'node1', 'found positively related', 'node2']"
0,"['line hypothesis 6 8', 'node1', 'negatively related', 'node2']"
1,"['furthermore', 'node1', 'hypothesized mediate effect', 'node2']"
1,"['furthermore since performance orientation significantly related outcome variable innovative job performance result provided support hypothesis 12 predicting', 'node1', 'mediator variable negative', 'node2']"
0,"['hypo 2 predicts positive relationship', 'node1', 'node2']"
0,"['hypo 1', 'node1', 'positively related', 'node2']"
0,"['hypo 1', 'node1', 'positively related', 'node2']"
0,"['hypo 1', 'node1', 'positively related', 'node2']"
0,"['hypo 1', 'node1', 'positively related', 'node2']"
0,"['hypo 2', 'node1', 'positively related', 'node2']"
0,"['hypo 2', 'node1', 'positively related', 'node2']"
0,"['hypo 3', 'node1', 'positively related', 'node2']"
0,"['hypo 4', 'node1', 'positively related', 'node2']"
0,"['hypo 4', 'node1', 'positively related', 'node2']"
0,"['hypo 4', 'node1', 'positively related', 'node2']"
0,"['hypo 5', 'node1', 'positively related', 'node2']"
1,"['thus led following hypothesis successful', 'node1', 'result', 'node2', 'party']"
0,"['hypo 5', 'node1', 'positively related', 'node2']"
0,"['hypo 6', 'node1', 'positively related', 'node2']"
0,"['hypo 5', 'node1', 'positively related', 'node2']"
0,"['hypo 6', 'node1', 'positively related', 'node2']"
0,"['hypo 7', 'node1', 'node2']"
0,"['hypo 8', 'node1', 'positively related', 'node2']"
0,"['hypo 8', 'node1', 'positively related', 'node2']"
0,"['hypo 1', 'node1', 'positively related', 'node2']"
0,"['hypo 2', 'node1', 'related longer', 'node2']"
0,"['hypo 3', 'node1', 'related higher', 'node2']"
0,"['hypo 4', 'node1', 'related longer', 'node2']"
0,"['hypo 5', 'node1', 'related higher', 'node2']"
0,"['hypo 6', 'node1', 'negatively related', 'node2']"
0,"['hypo 7', 'node1', 'negatively related', 'node2']"
0,"['hypo 8', 'node1', 'negatively related', 'node2']"
0,"['hypo 1', 'node1', 'significantly related', 'node2', 'indicatingsupporthypothesis23']"
0,"['moving efficiency-performance link found', 'node1', 'significantly negatively related', 'node2', 'findingslendingsupporthypothesis67']"
0,"['hypo 1 positive relationship exists', 'node1', 'node2', 'greekorganization']"
0,"['hypo 2 positive relationship exists', 'node1', 'node2', 'greekcontext']"
0,"['hypo 3 positive relationship exists', 'node1', 'node2', 'greekﬁrms']"
1,"['hypo 2 3 regression result model 3 see', 'node1', 'positively affect', 'node2', 'i.e.support']"
1,"['hypo 1 4 regression result model 4 see', 'node1', 'positively affect', 'node2', 'thussupporting']"
1,"['hypo 3 2 regression result model 6b 7b 8b see', 'node1', 'positively affect', 'node2', 'thussupporting']"
1,"['hypo 2 3 regression result model 9b see', 'node1', 'positively affect', 'node2', 'providingsupport']"
1,"['hypo 1 effect', 'node1', 'node2', 'negativethussupporting']"
0,"['hypo 1 positive relationship exists', 'node1', 'node2']"
0,"['hypo 2 positive relationship exists', 'node1', 'node2']"
0,"['hypo 3 positive relationship exists', 'node1', 'node2']"
1,"['hypo 1 furthermore seen', 'node1', 'positively affect overall', 'node2', 'thuspartiallysupporting']"
1,"['hypo 1 ﬁnding demonstrates relationship node2 may mediated', 'node1', 'node2', 'maymediatednode1employeeskillattitude']"
1,"['hypo 3 similarly node2 mediate', 'node1', 'node2', 'mediatenode1businessperformancenode1mustalsoaffectnode2']"
1,"['hypo 2 speciﬁcally generally accepted according human capital theory higher', 'node1', 'lead greater', 'node2', 'ﬁrm’developingefﬁcientmeancontrolkatoubudhwarhumanresourcemanagement']"
0,"['hypo 1', 'node1', 'higher', 'node2']"
0,"['hypo 2 le', 'node1', 'higher', 'node2']"
0,"['hypo 1', 'node1', 'positively related', 'node2']"
0,"['hypo 2', 'node1', 'positively related', 'node2']"
0,"['hypo 3', 'node1', 'positively related', 'node2']"
0,"['hypo 4', 'node1', 'positively related', 'node2']"
0,"['hypo 5', 'node1', 'supply chain partner positively related', 'node2']"
0,"['hypo 6', 'node1', 'supply chain partner positively related', 'node2']"
1,"['hypo 1', 'node1', 'also exhibit strong impact', 'node2']"
0,"['hypo 3 3b predicted positive relationship', 'node1', 'node2']"
1,"['hypo 5', 'node1', 'positive effect', 'node2']"
0,"['hypo 1', 'node1', 'inversely associated', 'node2']"
0,"['hypo 2', 'node1', 'inversely associated', 'node2']"
0,"['hypo 3', 'node1', 'inversely associated', 'node2']"
0,"['hypo 4', 'node1', 'positively associated', 'node2']"
0,"['hypo 5', 'node1', 'positively associated', 'node2']"
0,"['hypo 6', 'node1', 'positively associated', 'node2']"
1,"['hypo 7', 'node1', 'positive impact', 'node2']"
1,"['hypo 8', 'node1', 'positive impact', 'node2']"
1,"['hypo 9', 'node1', 'positive impact', 'node2']"
1,"['hypo 1 0', 'node1', 'positive impact', 'node2']"
1,"['hypo 1 1', 'node1', 'positive impact', 'node2']"
1,"['hypo 1 2', 'node1', 'positive impact', 'node2']"
1,"['hypo 1 3', 'node1', 'positive impact', 'node2']"
1,"['hypo 1 4', 'node1', 'positive impact', 'node2']"
1,"['hypo 1 5', 'node1', 'positive impact', 'node2']"
1,"['hypo 1 6', 'node1', 'positively impact', 'node2']"
1,"['hypo 1 7', 'node1', 'positive impact', 'node2']"
1,"['hypo 1 8', 'node1', 'positive impact', 'node2']"
1,"['hypo 1 9', 'node1', 'positive impact', 'node2']"
1,"['hypo 2 0', 'node1', 'positive impact', 'node2']"
1,"['hypo 2 1', 'node1', 'positive impact', 'node2']"
0,"['hypo 6 result show', 'node1', 'negative relationship', 'node2', 'nonerelationshipstatisticallysignificant']"
0,"['hypo 3 contrast result indicate', 'node1', 'positively related', 'node2']"
0,"['hypo 1 6 examined relationship green supply chain practice', 'node1', 'result suggest node1 positively related', 'node2']"
0,"['hypo 2 1 interesting note', 'node1', 'positively related', 'node2', 'reverselogisticspracticesignificantlyassociateddimensionperformance']"
0,"['despite observation possible adhere hypothesis existence positive link', 'node1', 'node2']"
1,"['conclusion mean opposition theoretical hypothesis arthur firm develop', 'node1', 'achieve higher', 'node2']"
0,"['hypo 1 greater', 'node1', 'design greater performance', 'node2']"
0,"['hypo 2 greater', 'node1', 'design greater performance', 'node2']"
1,"['hypo 3', 'node1', 'creates stronger positive relationship', 'node2', 'involvementthirdpartyresearchinstitutionuniversityhigh']"
1,"['hypo 4', 'node1', 'creates stronger positive relationship', 'node2', 'involvementthirdpartyresearchinstitutionuniversityhigh']"
1,"['hypothesis', 'node1', 'enhance', 'node2', 'foundcustomerinvolvementsignificantlyrelatedmarketperformance']"
0,"['hypo 4 involvement might moderate customer among control variable', 'node1', 'significantly positive relationship', 'node2']"
1,"['hypo 1', 'node1', 'negatively affect', 'node2']"
1,"['hypo 1', 'node1', 'positively affect', 'node2']"
1,"['hypo 1 posit still reason predict', 'node1', 'action consequential determining', 'node2']"
1,"['hypo 7', 'node1', 'positive effect', 'node2', 'ascribedstockanalystreputationascribedpeerfirmexecutive']"
1,"['hypo 4 predicts', 'node1', 'would ameliorate', 'node2']"
1,"['hypo 1', 'node1', 'likely direct positive impact', 'node2']"
1,"['hypo 1', 'node1', 'likely direct positive impact', 'node2', 'restaurant']"
1,"['hypo 2', 'node1', 'likely direct positive impact', 'node2']"
1,"['hypo 2', 'node1', 'likely direct positive impact', 'node2', 'restaurant']"
1,"['hypo 3', 'node1', 'impact positively', 'node2', 'restaurant']"
1,"['hypo 4', 'node1', 'impact positively', 'node2']"
0,"['hypo 1', 'node1', 'positively associated', 'node2']"
0,"['hypo 1', 'node1', 'positively associated', 'node2']"
0,"['hypo 1', 'node1', 'positively associated', 'node2']"
0,"['hypo 1', 'node1', 'positively associated', 'node2', 'reportsigniﬁcantincreasegreenproductioninnovationtoday’business']"
0,"['hypo 2', 'node1', 'positively associated', 'node2']"
0,"['hypo 2', 'node1', 'positively associated', 'node2']"
0,"['hypo 2', 'node1', 'positively associated', 'node2']"
0,"['hypo 3', 'node1', 'positively associated', 'node2']"
0,"['hypo 1', 'node1', 'positively associated', 'node2']"
0,"['hypo 1', 'node1', 'positively associated', 'node2']"
0,"['hypo 1', 'node1', 'positively associated', 'node2']"
0,"['hypo 2', 'node1', 'positively associated', 'node2']"
0,"['hypo 2', 'node1', 'positively associated', 'node2']"
0,"['hypo 2', 'node1', 'positively associated', 'node2']"
0,"['hypo 3', 'node1', 'positively associated', 'node2', 'orderimproveorganizationalperformance']"
0,"['hypothesized', 'node1', 'positively related', 'node2', 'negativelyrelatedturnoverintentiondirectlyemployeeidentificationrestaurant']"
0,"['hypo 1', 'node1', 'positively related', 'node2']"
0,"['hypo 2', 'node1', 'positively related', 'node2']"
0,"['hypo 4', 'node1', 'positively related', 'node2', 'store']"
0,"['hypo 6', 'node1', 'store positively related', 'node2', 'negativelyrelatedturnoverintention']"
0,"['hypo 7', 'node1', 'positively related', 'node2', 'negativelyrelatedturnoverintention']"
0,"['hypo 2', 'node1', 'related positively', 'node2']"
0,"['hypo 1', 'node1', 'related proactive positively', 'node2']"
0,"['hypo 2 interaction effect', 'node1', 'related positively', 'node2']"
0,"['hypo 3 interaction effect', 'node1', 'related positively', 'node2']"
0,"['hypo 4', 'node1', 'positively related', 'node2']"
1,"['hypo 1 higher', 'node1', 'cause higher level', 'node2', 'figure1illustratesconceptualmodel']"
1,"['hypo 1 node2 positively inﬂuenced interaction', 'node1', 'node2', 'positivelyinﬂuencedinteractionnode1']"
1,"['hypo 2 node2 positively inﬂuenced interaction', 'node1', 'node2', 'positivelyinﬂuencedinteractionnode1']"
1,"['hypo 3 node2 positively inﬂuenced interaction', 'node1', 'node2', 'positivelyinﬂuencedinteractionnode1']"
0,"['hypo 2', 'node1', 'related positively', 'node2']"
0,"['hypo 3', 'node1', 'related positively', 'node2']"
0,"['hypo 4', 'node1', 'related positively', 'node2']"
0,"['hypo 2 posit', 'node1', 'related positively', 'node2']"
